direction,coverage,year,passengers,country_code,airport_code
Arrivals,National,2019,3682164,ES,LEPA
Arrivals,National,2020,1556376,ES,LEPA
Arrivals,National,2021,2355042,ES,LEPA
Arrivals,National,2022,3938917,ES,LEPA
Arrivals,International,2018,21970,ES,LEPP
Arrivals,International,2019,26552,ES,LEPP
Arrivals,International,2020,2317,ES,LEPP
Arrivals,International,2021,1072,ES,LEPP
Arrivals,National,2018,5,ES,LEPP
Arrivals,National,2019,93652,ES,LEPP
Arrivals,National,2020,38245,ES,LEPP
Arrivals,National,2021,56267,ES,LEPP
Arrivals,International,2017,510425,ES,LERS
Arrivals,International,2018,514034,ES,LERS
Arrivals,International,2019,518899,ES,LERS
Arrivals,International,2020,17573,ES,LERS
Arrivals,International,2021,72195,ES,LERS
Arrivals,National,2017,65,ES,LERS
Arrivals,National,2018,2168,ES,LERS
Arrivals,National,2019,1606,ES,LERS
Arrivals,National,2020,50,ES,LERS
Arrivals,National,2021,5325,ES,LERS
Arrivals,International,2017,807,ES,LESO
Arrivals,International,2018,274,ES,LESO
Arrivals,International,2019,392,ES,LESO
Arrivals,International,2020,266,ES,LESO
Arrivals,International,2021,404,ES,LESO
Arrivals,National,2017,140572,ES,LESO
Arrivals,National,2018,148654,ES,LESO
Arrivals,National,2019,161525,ES,LESO
Arrivals,National,2020,41858,ES,LESO
Arrivals,National,2021,76589,ES,LESO
Arrivals,International,2017,301198,ES,LEST
Arrivals,International,2018,313440,ES,LEST
Arrivals,International,2019,316281,ES,LEST
Arrivals,International,2020,57483,ES,LEST
Arrivals,International,2021,122146,ES,LEST
Arrivals,International,2022,371608,ES,LEST
Arrivals,National,2017,974842,ES,LEST
Arrivals,National,2018,1002669,ES,LEST
Arrivals,National,2019,1090171,ES,LEST
Arrivals,National,2020,396815,ES,LEST
Arrivals,National,2021,684533,ES,LEST
Arrivals,National,2022,1233333,ES,LEST
Arrivals,International,2017,2409339,ES,LEVC
Arrivals,International,2018,2843622,ES,LEVC
Arrivals,International,2019,3086363,ES,LEVC
Arrivals,International,2020,768592,ES,LEVC
Arrivals,International,2021,1284715,ES,LEVC
Arrivals,International,2022,2786288,ES,LEVC
Arrivals,National,2017,951238,ES,LEVC
Arrivals,National,2018,1033345,ES,LEVC
Arrivals,National,2019,1116352,ES,LEVC
Arrivals,National,2020,441298,ES,LEVC
Arrivals,National,2021,721606,ES,LEVC
Arrivals,National,2022,1272985,ES,LEVC
Arrivals,International,2017,11526,ES,LEVD
Arrivals,International,2018,13145,ES,LEVD
Arrivals,International,2019,11622,ES,LEVD
Arrivals,International,2020,26,ES,LEVD
Arrivals,International,2021,1825,ES,LEVD
Arrivals,National,2017,97796,ES,LEVD
Arrivals,National,2018,109868,ES,LEVD
Arrivals,National,2019,108286,ES,LEVD
Arrivals,National,2020,33379,ES,LEVD
Arrivals,National,2021,47625,ES,LEVD
Arrivals,International,2017,22045,ES,LEVT
Arrivals,International,2018,34602,ES,LEVT
Arrivals,International,2019,32070,ES,LEVT
Arrivals,International,2020,4641,ES,LEVT
Arrivals,International,2021,14076,ES,LEVT
Arrivals,International,2022,39765,ES,LEVT
Arrivals,National,2017,20055,ES,LEVT
Arrivals,National,2018,35045,ES,LEVT
Arrivals,National,2019,54285,ES,LEVT
Arrivals,National,2020,16200,ES,LEVT
Arrivals,National,2021,50336,ES,LEVT
Arrivals,National,2022,77373,ES,LEVT
Arrivals,International,2017,65937,ES,LEVX
Arrivals,International,2018,57674,ES,LEVX
Arrivals,International,2019,11799,ES,LEVX
Arrivals,International,2020,463,ES,LEVX
Arrivals,International,2021,491,ES,LEVX
Arrivals,International,2022,1210,ES,LEVX
Arrivals,National,2017,464350,ES,LEVX
Arrivals,National,2018,507580,ES,LEVX
Arrivals,National,2019,489220,ES,LEVX
Arrivals,National,2020,149722,ES,LEVX
Arrivals,National,2021,270379,ES,LEVX
Arrivals,National,2022,480770,ES,LEVX
Arrivals,International,2017,212754,ES,LEXJ
Arrivals,International,2018,240496,ES,LEXJ
Arrivals,International,2019,241282,ES,LEXJ
Arrivals,International,2020,67442,ES,LEXJ
Arrivals,International,2021,96338,ES,LEXJ
Arrivals,International,2022,255002,ES,LEXJ
Arrivals,National,2017,253627,ES,LEXJ
Arrivals,National,2018,305751,ES,LEXJ
Arrivals,National,2019,342754,ES,LEXJ
Arrivals,National,2020,97855,ES,LEXJ
Arrivals,National,2021,152232,ES,LEXJ
Arrivals,National,2022,293604,ES,LEXJ
Arrivals,International,2017,152917,ES,LEZG
Arrivals,International,2018,160074,ES,LEZG
Arrivals,International,2019,170919,ES,LEZG
Arrivals,International,2020,41278,ES,LEZG
Arrivals,International,2021,66389,ES,LEZG
Arrivals,International,2022,200299,ES,LEZG
Arrivals,National,2017,64682,ES,LEZG
Arrivals,National,2018,81520,ES,LEZG
Arrivals,National,2019,13,ES,LEZG
Arrivals,National,2020,43058,ES,LEZG
Arrivals,National,2021,70149,ES,LEZG
Arrivals,National,2022,111627,ES,LEZG
Arrivals,International,2017,1189210,ES,LEZL
Arrivals,International,2018,1593466,ES,LEZL
Arrivals,International,2019,1923222,ES,LEZL
Arrivals,International,2020,473909,ES,LEZL
Arrivals,International,2021,618864,ES,LEZL
Arrivals,International,2022,1560054,ES,LEZL
Arrivals,National,2017,1350459,ES,LEZL
Arrivals,National,2018,1581732,ES,LEZL
Arrivals,National,2019,1835119,ES,LEZL
Arrivals,National,2020,672103,ES,LEZL
Arrivals,National,2021,1110286,ES,LEZL
Arrivals,National,2022,1867742,ES,LEZL
Arrivals,International,2017,12524,FI,EFET
Arrivals,International,2018,12789,FI,EFET
Arrivals,International,2019,14039,FI,EFET
Arrivals,International,2020,2543,FI,EFET
Arrivals,National,2017,403,FI,EFET
Arrivals,National,2018,294,FI,EFET
Arrivals,National,2019,8,FI,EFET
Arrivals,National,2020,0,FI,EFET
Arrivals,National,2021,6,FI,EFET
Arrivals,National,2017,13,FI,EFHA
Arrivals,International,2017,8100189,FI,EFHK
Arrivals,International,2018,8989247,FI,EFHK
Arrivals,International,2019,9503612,FI,EFHK
Arrivals,International,2020,2076945,FI,EFHK
Arrivals,International,2021,1712616,FI,EFHK
Arrivals,International,2022,5622185,FI,EFHK
Arrivals,National,2017,1372484,FI,EFHK
Arrivals,National,2018,1490311,FI,EFHK
Arrivals,National,2019,1481447,FI,EFHK
Arrivals,National,2020,509460,FI,EFHK
Arrivals,National,2021,428586,FI,EFHK
Arrivals,National,2022,858513,FI,EFHK
Arrivals,International,2017,24054,FI,EFIV
Arrivals,International,2018,29682,FI,EFIV
Arrivals,International,2019,27574,FI,EFIV
Arrivals,International,2020,8203,FI,EFIV
Arrivals,International,2021,16690,FI,EFIV
Arrivals,International,2022,29366,FI,EFIV
Arrivals,National,2017,100353,FI,EFIV
Arrivals,National,2018,105555,FI,EFIV
Arrivals,National,2019,97613,FI,EFIV
Arrivals,National,2020,50484,FI,EFIV
Arrivals,National,2021,45083,FI,EFIV
Arrivals,National,2022,73316,FI,EFIV
Arrivals,International,2017,4261,FI,EFJO
Arrivals,International,2018,5212,FI,EFJO
Arrivals,International,2019,6970,FI,EFJO
Arrivals,International,2020,320,FI,EFJO
Arrivals,International,2021,84,FI,EFJO
Arrivals,International,2022,1381,FI,EFJO
Arrivals,National,2017,56144,FI,EFJO
Arrivals,National,2018,56079,FI,EFJO
Arrivals,National,2019,56731,FI,EFJO
Arrivals,National,2020,10639,FI,EFJO
Arrivals,National,2021,4676,FI,EFJO
Arrivals,National,2022,7930,FI,EFJO
Arrivals,International,2017,5105,FI,EFJY
Arrivals,International,2018,6117,FI,EFJY
Arrivals,International,2019,4654,FI,EFJY
Arrivals,International,2020,40,FI,EFJY
Arrivals,International,2021,973,FI,EFJY
Arrivals,International,2022,3783,FI,EFJY
Arrivals,National,2017,33864,FI,EFJY
Arrivals,National,2018,36154,FI,EFJY
Arrivals,National,2019,38852,FI,EFJY
Arrivals,National,2020,10627,FI,EFJY
Arrivals,National,2021,1423,FI,EFJY
Arrivals,National,2022,1780,FI,EFJY
Arrivals,International,2017,4379,FI,EFKE
Arrivals,International,2018,900,FI,EFKE
Arrivals,International,2019,505,FI,EFKE
Arrivals,International,2021,11,FI,EFKE
Arrivals,International,2022,374,FI,EFKE
Arrivals,National,2017,49230,FI,EFKE
Arrivals,National,2018,34064,FI,EFKE
Arrivals,National,2019,33044,FI,EFKE
Arrivals,National,2020,6864,FI,EFKE
Arrivals,National,2021,9054,FI,EFKE
Arrivals,National,2022,11734,FI,EFKE
Arrivals,International,2017,1445,FI,EFKI
Arrivals,International,2018,1842,FI,EFKI
Arrivals,International,2019,1456,FI,EFKI
Arrivals,International,2020,157,FI,EFKI
Arrivals,International,2021,9,FI,EFKI
Arrivals,International,2022,303,FI,EFKI
Arrivals,National,2017,43876,FI,EFKI
Arrivals,National,2018,43466,FI,EFKI
Arrivals,National,2019,42508,FI,EFKI
Arrivals,National,2020,8423,FI,EFKI
Arrivals,National,2021,9047,FI,EFKI
Arrivals,National,2022,12660,FI,EFKI
Arrivals,International,2017,9664,FI,EFKK
Arrivals,International,2018,5470,FI,EFKK
Arrivals,International,2019,2391,FI,EFKK
Arrivals,International,2020,52,FI,EFKK
Arrivals,International,2021,123,FI,EFKK
Arrivals,International,2022,3686,FI,EFKK
Arrivals,National,2017,36296,FI,EFKK
Arrivals,National,2018,40080,FI,EFKK
Arrivals,National,2019,33371,FI,EFKK
Arrivals,National,2020,6314,FI,EFKK
Arrivals,National,2021,6029,FI,EFKK
Arrivals,National,2022,8211,FI,EFKK
Arrivals,International,2017,9283,FI,EFKS
Arrivals,International,2018,16601,FI,EFKS
Arrivals,International,2019,16834,FI,EFKS
Arrivals,International,2020,9657,FI,EFKS
Arrivals,International,2021,10996,FI,EFKS
Arrivals,International,2022,24681,FI,EFKS
Arrivals,National,2017,35493,FI,EFKS
Arrivals,National,2018,41501,FI,EFKS
Arrivals,National,2019,41163,FI,EFKS
Arrivals,National,2020,24953,FI,EFKS
Arrivals,National,2021,27496,FI,EFKS
Arrivals,National,2022,34913,FI,EFKS
Arrivals,International,2017,71335,FI,EFKT
Arrivals,International,2018,73491,FI,EFKT
Arrivals,International,2019,74587,FI,EFKT
Arrivals,International,2020,36051,FI,EFKT
Arrivals,International,2021,34280,FI,EFKT
Arrivals,International,2022,80343,FI,EFKT
Arrivals,National,2017,114350,FI,EFKT
Arrivals,National,2018,127025,FI,EFKT
Arrivals,National,2019,128738,FI,EFKT
Arrivals,National,2020,70897,FI,EFKT
Arrivals,National,2021,70977,FI,EFKT
Arrivals,National,2022,103991,FI,EFKT
Arrivals,International,2017,13215,FI,EFKU
Arrivals,International,2018,15758,FI,EFKU
Arrivals,International,2019,19005,FI,EFKU
Arrivals,International,2020,2515,FI,EFKU
Arrivals,International,2021,3434,FI,EFKU
Arrivals,International,2022,7331,FI,EFKU
Arrivals,National,2017,104293,FI,EFKU
Arrivals,National,2018,106825,FI,EFKU
Arrivals,National,2019,102226,FI,EFKU
Arrivals,National,2020,26621,FI,EFKU
Arrivals,National,2021,15913,FI,EFKU
Arrivals,National,2022,54871,FI,EFKU
Arrivals,International,2017,9228,FI,EFMA
Arrivals,International,2018,5955,FI,EFMA
Arrivals,International,2019,6721,FI,EFMA
Arrivals,International,2020,2901,FI,EFMA
Arrivals,International,2021,1801,FI,EFMA
Arrivals,International,2022,5079,FI,EFMA
Arrivals,National,2017,23447,FI,EFMA
Arrivals,National,2018,22826,FI,EFMA
Arrivals,National,2019,20381,FI,EFMA
Arrivals,National,2020,9671,FI,EFMA
Arrivals,National,2021,7597,FI,EFMA
Arrivals,National,2022,8692,FI,EFMA
Arrivals,International,2017,35177,FI,EFOU
Arrivals,International,2018,52683,FI,EFOU
Arrivals,International,2019,53927,FI,EFOU
Arrivals,International,2020,8937,FI,EFOU
Arrivals,International,2021,4106,FI,EFOU
Arrivals,International,2022,19876,FI,EFOU
Arrivals,National,2017,425512,FI,EFOU
Arrivals,National,2018,495619,FI,EFOU
Arrivals,National,2019,474723,FI,EFOU
Arrivals,National,2020,148822,FI,EFOU
Arrivals,National,2021,145616,FI,EFOU
Arrivals,National,2022,293293,FI,EFOU
Arrivals,International,2017,6811,FI,EFPO
Arrivals,International,2018,5890,FI,EFPO
Arrivals,International,2019,3792,FI,EFPO
Arrivals,International,2020,66,FI,EFPO
Arrivals,International,2021,253,FI,EFPO
Arrivals,International,2022,1462,FI,EFPO
Arrivals,National,2017,4458,FI,EFPO
Arrivals,National,2018,2663,FI,EFPO
Arrivals,National,2019,2999,FI,EFPO
Arrivals,National,2020,2419,FI,EFPO
Arrivals,National,2021,2028,FI,EFPO
Arrivals,National,2022,3961,FI,EFPO
Arrivals,International,2017,62248,FI,EFRO
Arrivals,International,2018,65799,FI,EFRO
Arrivals,International,2019,59865,FI,EFRO
Arrivals,International,2020,22452,FI,EFRO
Arrivals,International,2021,29037,FI,EFRO
Arrivals,International,2022,79797,FI,EFRO
Arrivals,National,2017,226966,FI,EFRO
Arrivals,National,2018,255969,FI,EFRO
Arrivals,National,2019,267545,FI,EFRO
Arrivals,National,2020,106328,FI,EFRO
Arrivals,National,2021,100851,FI,EFRO
Arrivals,National,2022,199267,FI,EFRO
Arrivals,International,2017,1419,FI,EFSA
Arrivals,International,2018,1460,FI,EFSA
Arrivals,International,2019,1591,FI,EFSA
Arrivals,International,2021,22,FI,EFSA
Arrivals,International,2022,329,FI,EFSA
Arrivals,National,2017,4625,FI,EFSA
Arrivals,National,2018,3696,FI,EFSA
Arrivals,National,2019,3515,FI,EFSA
Arrivals,National,2020,594,FI,EFSA
Arrivals,National,2021,262,FI,EFSA
Arrivals,National,2022,1156,FI,EFSA
Arrivals,International,2017,71110,FI,EFTP
Arrivals,International,2018,72251,FI,EFTP
Arrivals,International,2019,67749,FI,EFTP
Arrivals,International,2020,10730,FI,EFTP
Arrivals,International,2021,4433,FI,EFTP
Arrivals,International,2022,79290,FI,EFTP
Arrivals,National,2017,42438,FI,EFTP
Arrivals,National,2018,40730,FI,EFTP
Arrivals,National,2019,42367,FI,EFTP
Arrivals,National,2020,7915,FI,EFTP
Arrivals,National,2021,39,FI,EFTP
Arrivals,National,2022,3867,FI,EFTP
Arrivals,International,2017,113060,FI,EFTU
Arrivals,International,2018,131518,FI,EFTU
Arrivals,International,2019,173787,FI,EFTU
Arrivals,International,2020,44782,FI,EFTU
Arrivals,International,2021,23542,FI,EFTU
Arrivals,International,2022,59406,FI,EFTU
Arrivals,National,2017,60907,FI,EFTU
Arrivals,National,2018,59627,FI,EFTU
Arrivals,National,2019,56611,FI,EFTU
Arrivals,National,2020,13521,FI,EFTU
Arrivals,National,2021,2271,FI,EFTU
Arrivals,National,2022,6522,FI,EFTU
Arrivals,National,2018,4,FI,EFUT
Arrivals,International,2017,69977,FI,EFVA
Arrivals,International,2018,74853,FI,EFVA
Arrivals,International,2019,69683,FI,EFVA
Arrivals,International,2020,12392,FI,EFVA
Arrivals,International,2021,1185,FI,EFVA
Arrivals,International,2022,11905,FI,EFVA
Arrivals,National,2017,81090,FI,EFVA
Arrivals,National,2018,83327,FI,EFVA
Arrivals,National,2019,82740,FI,EFVA
Arrivals,National,2020,17898,FI,EFVA
Arrivals,National,2021,8829,FI,EFVA
Arrivals,National,2022,44993,FI,EFVA
Arrivals,International,2017,65072,FR,FMCZ
Arrivals,International,2018,65812,FR,FMCZ
Arrivals,International,2019,56429,FR,FMCZ
Arrivals,International,2020,18966,FR,FMCZ
Arrivals,International,2021,6111,FR,FMCZ
Arrivals,International,2022,24563,FR,FMCZ
Arrivals,National,2017,128435,FR,FMCZ
Arrivals,National,2018,126176,FR,FMCZ
Arrivals,National,2019,131076,FR,FMCZ
Arrivals,National,2020,74791,FR,FMCZ
Arrivals,National,2021,116463,FR,FMCZ
Arrivals,National,2022,168231,FR,FMCZ
Arrivals,International,2017,428399,FR,FMEE
Arrivals,International,2018,429231,FR,FMEE
Arrivals,International,2019,435242,FR,FMEE
Arrivals,International,2020,107736,FR,FMEE
Arrivals,International,2021,22885,FR,FMEE
Arrivals,International,2022,273517,FR,FMEE
Arrivals,National,2017,741460,FR,FMEE
Arrivals,National,2018,832116,FR,FMEE
Arrivals,National,2019,824539,FR,FMEE
Arrivals,National,2020,431686,FR,FMEE
Arrivals,National,2021,570906,FR,FMEE
Arrivals,National,2022,909954,FR,FMEE
Arrivals,International,2017,1596723,FR,LFBD
Arrivals,International,2018,1926426,FR,LFBD
Arrivals,International,2019,2320858,FR,LFBD
Arrivals,International,2020,549279,FR,LFBD
Arrivals,International,2021,741741,FR,LFBD
Arrivals,International,2022,1822630,FR,LFBD
Arrivals,National,2017,1522050,FR,LFBD
Arrivals,National,2018,1481445,FR,LFBD
Arrivals,National,2019,1542765,FR,LFBD
Arrivals,National,2020,592082,FR,LFBD
Arrivals,National,2021,789530,FR,LFBD
Arrivals,National,2022,1037058,FR,LFBD
Arrivals,International,2017,156145,FR,LFBE
Arrivals,International,2018,141424,FR,LFBE
Arrivals,International,2019,141582,FR,LFBE
Arrivals,International,2020,26939,FR,LFBE
Arrivals,International,2021,34425,FR,LFBE
Arrivals,International,2022,110285,FR,LFBE
Arrivals,National,2017,717,FR,LFBE
Arrivals,National,2018,766,FR,LFBE
Arrivals,National,2019,719,FR,LFBE
Arrivals,National,2020,232,FR,LFBE
Arrivals,National,2021,113,FR,LFBE
Arrivals,National,2022,174,FR,LFBE
Arrivals,International,2017,97408,FR,LFBH
Arrivals,International,2018,96617,FR,LFBH
Arrivals,International,2019,92829,FR,LFBH
Arrivals,International,2020,11500,FR,LFBH
Arrivals,International,2021,21843,FR,LFBH
Arrivals,International,2022,68126,FR,LFBH
Arrivals,National,2017,13197,FR,LFBH
Arrivals,National,2018,23026,FR,LFBH
Arrivals,National,2019,22940,FR,LFBH
Arrivals,National,2020,4267,FR,LFBH
Arrivals,National,2021,8101,FR,LFBH
Arrivals,National,2022,21612,FR,LFBH
Arrivals,International,2017,140453,FR,LFBL
Arrivals,International,2018,135568,FR,LFBL
Arrivals,International,2019,132468,FR,LFBL
Arrivals,International,2020,26174,FR,LFBL
Arrivals,International,2021,26240,FR,LFBL
Arrivals,International,2022,88315,FR,LFBL
Arrivals,National,2017,13656,FR,LFBL
Arrivals,National,2018,15161,FR,LFBL
Arrivals,National,2019,17539,FR,LFBL
Arrivals,National,2020,4885,FR,LFBL
Arrivals,National,2021,8112,FR,LFBL
Arrivals,National,2022,7107,FR,LFBL
Arrivals,International,2017,2245228,FR,LFBO
Arrivals,International,2018,2402270,FR,LFBO
Arrivals,International,2019,2371873,FR,LFBO
Arrivals,International,2020,600208,FR,LFBO
Arrivals,International,2021,697249,FR,LFBO
Arrivals,International,2022,1735069,FR,LFBO
Arrivals,National,2017,2417159,FR,LFBO
Arrivals,National,2018,2447274,FR,LFBO
Arrivals,National,2019,2463985,FR,LFBO
Arrivals,National,2020,972718,FR,LFBO
Arrivals,National,2021,1214362,FR,LFBO
Arrivals,National,2022,1780977,FR,LFBO
Arrivals,International,2017,10380,FR,LFBP
Arrivals,International,2018,10386,FR,LFBP
Arrivals,International,2019,10465,FR,LFBP
Arrivals,International,2020,1415,FR,LFBP
Arrivals,International,2021,326,FR,LFBP
Arrivals,International,2022,1044,FR,LFBP
Arrivals,National,2017,287270,FR,LFBP
Arrivals,National,2018,294670,FR,LFBP
Arrivals,National,2019,290859,FR,LFBP
Arrivals,National,2020,89111,FR,LFBP
Arrivals,National,2021,120871,FR,LFBP
Arrivals,National,2022,182062,FR,LFBP
Arrivals,International,2017,147921,FR,LFBT
Arrivals,International,2018,160204,FR,LFBT
Arrivals,International,2019,165517,FR,LFBT
Arrivals,International,2020,18856,FR,LFBT
Arrivals,International,2021,35491,FR,LFBT
Arrivals,International,2022,135694,FR,LFBT
Arrivals,National,2017,71138,FR,LFBT
Arrivals,National,2018,72345,FR,LFBT
Arrivals,National,2019,68226,FR,LFBT
Arrivals,National,2020,19781,FR,LFBT
Arrivals,National,2021,25602,FR,LFBT
Arrivals,National,2022,66685,FR,LFBT
Arrivals,International,2017,157108,FR,LFBZ
Arrivals,International,2018,150706,FR,LFBZ
Arrivals,International,2019,131299,FR,LFBZ
Arrivals,International,2020,28755,FR,LFBZ
Arrivals,International,2021,44918,FR,LFBZ
Arrivals,International,2022,112454,FR,LFBZ
Arrivals,National,2017,443431,FR,LFBZ
Arrivals,National,2018,445385,FR,LFBZ
Arrivals,National,2019,407429,FR,LFBZ
Arrivals,National,2020,163153,FR,LFBZ
Arrivals,National,2021,260542,FR,LFBZ
Arrivals,National,2022,355649,FR,LFBZ
Arrivals,International,2017,67624,FR,LFJL
Arrivals,International,2018,75549,FR,LFJL
Arrivals,International,2019,66700,FR,LFJL
Arrivals,International,2020,7975,FR,LFJL
Arrivals,International,2021,6370,FR,LFJL
Arrivals,International,2022,16725,FR,LFJL
Arrivals,National,2017,48621,FR,LFJL
Arrivals,National,2018,53373,FR,LFJL
Arrivals,National,2019,54680,FR,LFJL
Arrivals,National,2020,10761,FR,LFJL
Arrivals,National,2021,3178,FR,LFJL
Arrivals,National,2022,5210,FR,LFJL
Arrivals,International,2017,119098,FR,LFKB
Arrivals,International,2018,143747,FR,LFKB
Arrivals,International,2019,137396,FR,LFKB
Arrivals,International,2020,28697,FR,LFKB
Arrivals,International,2021,60028,FR,LFKB
Arrivals,International,2022,107970,FR,LFKB
Arrivals,National,2017,585423,FR,LFKB
Arrivals,National,2018,620516,FR,LFKB
Arrivals,National,2019,646287,FR,LFKB
Arrivals,National,2020,380428,FR,LFKB
Arrivals,National,2021,542162,FR,LFKB
Arrivals,National,2022,639307,FR,LFKB
Arrivals,International,2017,34013,FR,LFKC
Arrivals,International,2018,32547,FR,LFKC
Arrivals,International,2019,33487,FR,LFKC
Arrivals,International,2020,7834,FR,LFKC
Arrivals,International,2021,16349,FR,LFKC
Arrivals,International,2022,25673,FR,LFKC
Arrivals,National,2017,128519,FR,LFKC
Arrivals,National,2018,135581,FR,LFKC
Arrivals,National,2019,135923,FR,LFKC
Arrivals,National,2020,88816,FR,LFKC
Arrivals,National,2021,138961,FR,LFKC
Arrivals,National,2022,149628,FR,LFKC
Arrivals,International,2017,56603,FR,LFKF
Arrivals,International,2018,54796,FR,LFKF
Arrivals,International,2019,53643,FR,LFKF
Arrivals,International,2020,16038,FR,LFKF
Arrivals,International,2021,37915,FR,LFKF
Arrivals,International,2022,57832,FR,LFKF
Arrivals,National,2017,300574,FR,LFKF
Arrivals,National,2018,314724,FR,LFKF
Arrivals,National,2019,312914,FR,LFKF
Arrivals,National,2020,216526,FR,LFKF
Arrivals,National,2021,348037,FR,LFKF
Arrivals,National,2022,382761,FR,LFKF
Arrivals,International,2017,95280,FR,LFKJ
Arrivals,International,2018,105851,FR,LFKJ
Arrivals,International,2019,96440,FR,LFKJ
Arrivals,International,2020,28699,FR,LFKJ
Arrivals,International,2021,50337,FR,LFKJ
Arrivals,International,2022,94643,FR,LFKJ
Arrivals,National,2017,687143,FR,LFKJ
Arrivals,National,2018,728253,FR,LFKJ
Arrivals,National,2019,709565,FR,LFKJ
Arrivals,National,2020,441056,FR,LFKJ
Arrivals,National,2021,651782,FR,LFKJ
Arrivals,National,2022,731904,FR,LFKJ
Arrivals,International,2017,92192,FR,LFLB
Arrivals,International,2018,100764,FR,LFLB
Arrivals,International,2019,99488,FR,LFLB
Arrivals,International,2020,49608,FR,LFLB
Arrivals,International,2021,1426,FR,LFLB
Arrivals,International,2022,60149,FR,LFLB
Arrivals,National,2017,1660,FR,LFLB
Arrivals,National,2018,2042,FR,LFLB
Arrivals,National,2019,1619,FR,LFLB
Arrivals,National,2020,1242,FR,LFLB
Arrivals,National,2021,1584,FR,LFLB
Arrivals,National,2022,2152,FR,LFLB
Arrivals,International,2017,44845,FR,LFLC
Arrivals,International,2018,62493,FR,LFLC
Arrivals,International,2019,65671,FR,LFLC
Arrivals,International,2020,13299,FR,LFLC
Arrivals,International,2021,4777,FR,LFLC
Arrivals,International,2022,22762,FR,LFLC
Arrivals,National,2017,149219,FR,LFLC
Arrivals,National,2018,157207,FR,LFLC
Arrivals,National,2019,153044,FR,LFLC
Arrivals,National,2020,44294,FR,LFLC
Arrivals,National,2021,40929,FR,LFLC
Arrivals,National,2022,70488,FR,LFLC
Arrivals,International,2017,3435284,FR,LFLL
Arrivals,International,2018,3706750,FR,LFLL
Arrivals,International,2019,3942754,FR,LFLL
Arrivals,International,2020,1037612,FR,LFLL
Arrivals,International,2021,1219199,FR,LFLL
Arrivals,International,2022,2804319,FR,LFLL
Arrivals,National,2017,1723059,FR,LFLL
Arrivals,National,2018,1838715,FR,LFLL
Arrivals,National,2019,1944701,FR,LFLL
Arrivals,National,2020,748934,FR,LFLL
Arrivals,National,2021,1056954,FR,LFLL
Arrivals,National,2022,1483816,FR,LFLL
Arrivals,International,2017,170873,FR,LFLS
Arrivals,International,2018,177188,FR,LFLS
Arrivals,International,2019,152698,FR,LFLS
Arrivals,International,2020,99452,FR,LFLS
Arrivals,International,2021,7010,FR,LFLS
Arrivals,International,2022,99720,FR,LFLS
Arrivals,National,2017,1304,FR,LFLS
Arrivals,National,2018,1498,FR,LFLS
Arrivals,National,2019,2646,FR,LFLS
Arrivals,National,2020,819,FR,LFLS
Arrivals,National,2021,1172,FR,LFLS
Arrivals,National,2022,1298,FR,LFLS
Arrivals,International,2018,377,FR,LFMH
Arrivals,National,2018,1761,FR,LFMH
Arrivals,International,2017,198948,FR,LFMK
Arrivals,International,2018,187005,FR,LFMK
Arrivals,International,2019,175929,FR,LFMK
Arrivals,International,2020,37259,FR,LFMK
Arrivals,International,2021,43147,FR,LFMK
Arrivals,International,2022,139231,FR,LFMK
Arrivals,National,2017,266,FR,LFMK
Arrivals,National,2018,288,FR,LFMK
Arrivals,National,2019,194,FR,LFMK
Arrivals,National,2020,107,FR,LFMK
Arrivals,National,2021,97,FR,LFMK
Arrivals,National,2022,102,FR,LFMK
Arrivals,International,2017,2678576,FR,LFML
Arrivals,International,2018,2813878,FR,LFML
Arrivals,International,2019,3127926,FR,LFML
Arrivals,International,2020,816549,FR,LFML
Arrivals,International,2021,1198735,FR,LFML
Arrivals,International,2022,2936220,FR,LFML
Arrivals,National,2017,1865594,FR,LFML
Arrivals,National,2018,1919337,FR,LFML
Arrivals,National,2019,1965811,FR,LFML
Arrivals,National,2020,875746,FR,LFML
Arrivals,National,2021,1163865,FR,LFML
Arrivals,National,2022,1648006,FR,LFML
Arrivals,International,2017,4311456,FR,LFMN
Arrivals,International,2018,4524664,FR,LFMN
Arrivals,International,2019,4741028,FR,LFMN
Arrivals,International,2020,1053819,FR,LFMN
Arrivals,International,2021,1536952,FR,LFMN
Arrivals,International,2022,3737554,FR,LFMN
Arrivals,National,2017,2333095,FR,LFMN
Arrivals,National,2018,2403687,FR,LFMN
Arrivals,National,2019,2494508,FR,LFMN
Arrivals,National,2020,1236007,FR,LFMN
Arrivals,National,2021,1725764,FR,LFMN
Arrivals,National,2022,2302552,FR,LFMN
Arrivals,International,2017,79740,FR,LFMP
Arrivals,International,2018,97416,FR,LFMP
Arrivals,International,2019,91105,FR,LFMP
Arrivals,International,2020,19139,FR,LFMP
Arrivals,International,2021,28337,FR,LFMP
Arrivals,International,2022,80192,FR,LFMP
Arrivals,National,2017,125026,FR,LFMP
Arrivals,National,2018,134451,FR,LFMP
Arrivals,National,2019,132312,FR,LFMP
Arrivals,National,2020,75395,FR,LFMP
Arrivals,National,2021,98425,FR,LFMP
Arrivals,National,2022,125779,FR,LFMP
Arrivals,International,2017,334728,FR,LFMT
Arrivals,International,2018,323139,FR,LFMT
Arrivals,International,2019,332873,FR,LFMT
Arrivals,International,2020,111023,FR,LFMT
Arrivals,International,2021,143010,FR,LFMT
